Transaction ID: 1060119, Account ID: 1, Amount: -5000,00, Date: 2025-05-14, Type: Debit, Operation: asdf 
Transaction ID: 1060121, Account ID: 1, Amount: -500,00, Date: 2025-05-14, Type: Debit, Operation: asdf 
Transaction ID: 1060122, Account ID: 1, Amount: -200,00, Date: 2025-05-14, Type: Debit, Operation: asdf 
Transaction ID: 1060123, Account ID: 1, Amount: 10000,00, Date: 2025-05-14, Type: Credit, Operation: asdf 
Transaction ID: 1060124, Account ID: 1, Amount: 10000,00, Date: 2025-05-14, Type: Credit, Operation: asdf 
Transaction ID: 1060125, Account ID: 1, Amount: 10000,00, Date: 2025-05-14, Type: Credit, Operation: asdf 
Transaction ID: 1060119, Account ID: 1, Amount: -5000,00, Type: Debit, Operation: asdf 
Transaction ID: 623587, Account ID: 17, Amount: 44068,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 694989, Account ID: 17, Amount: 42988,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 866021, Account ID: 17, Amount: 27788,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 1008023, Account ID: 17, Amount: 49483,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 1044110, Account ID: 17, Amount: 45974,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 57756, Account ID: 31, Amount: 15043,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 59312, Account ID: 31, Amount: 42260,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 64171, Account ID: 31, Amount: 49537,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 75008, Account ID: 31, Amount: 43883,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 75205, Account ID: 31, Amount: 15456,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 79996, Account ID: 31, Amount: 31173,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 82518, Account ID: 31, Amount: 41079,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 82652, Account ID: 31, Amount: 17624,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 82975, Account ID: 31, Amount: 33581,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 85858, Account ID: 31, Amount: 29607,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 93712, Account ID: 31, Amount: 31459,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 112052, Account ID: 31, Amount: 35663,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 114859, Account ID: 31, Amount: 44540,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 121580, Account ID: 31, Amount: 30311,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 123420, Account ID: 31, Amount: 28892,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 124577, Account ID: 31, Amount: 28587,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 125914, Account ID: 31, Amount: 47153,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 127132, Account ID: 31, Amount: 37814,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 129691, Account ID: 31, Amount: 25995,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 144249, Account ID: 31, Amount: 48559,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 153979, Account ID: 31, Amount: 38690,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 157829, Account ID: 31, Amount: 49190,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 158270, Account ID: 31, Amount: 33456,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 165670, Account ID: 31, Amount: 48163,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 167087, Account ID: 31, Amount: 49080,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 169048, Account ID: 31, Amount: 16728,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 174576, Account ID: 31, Amount: 46849,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 178691, Account ID: 31, Amount: 35257,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 189454, Account ID: 31, Amount: 30761,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 189543, Account ID: 31, Amount: 15294,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 211837, Account ID: 31, Amount: 29316,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 223153, Account ID: 31, Amount: 27452,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 234902, Account ID: 31, Amount: 22009,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 240798, Account ID: 31, Amount: 30276,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 247016, Account ID: 31, Amount: 35110,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 247380, Account ID: 31, Amount: 40288,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 266972, Account ID: 31, Amount: 26065,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 272973, Account ID: 31, Amount: 35521,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 281577, Account ID: 31, Amount: 21200,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 281804, Account ID: 31, Amount: 21140,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 287103, Account ID: 31, Amount: 15868,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 294175, Account ID: 31, Amount: 31761,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 307363, Account ID: 31, Amount: 44981,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 316017, Account ID: 31, Amount: 16538,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 321494, Account ID: 31, Amount: 20292,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 322194, Account ID: 31, Amount: 38273,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 344530, Account ID: 31, Amount: 27770,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 352793, Account ID: 31, Amount: 41372,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 382254, Account ID: 31, Amount: 26888,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 398388, Account ID: 31, Amount: 39228,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 400953, Account ID: 31, Amount: 20786,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 403335, Account ID: 31, Amount: 35548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 413064, Account ID: 31, Amount: 25473,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 418757, Account ID: 31, Amount: 21545,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 420012, Account ID: 31, Amount: 21589,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 466212, Account ID: 31, Amount: 28088,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 493822, Account ID: 31, Amount: 16903,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 494186, Account ID: 31, Amount: 43335,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 502563, Account ID: 31, Amount: 39840,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 535218, Account ID: 31, Amount: 30389,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 554803, Account ID: 31, Amount: 35611,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 556644, Account ID: 31, Amount: 31747,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 562779, Account ID: 31, Amount: 47476,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 579588, Account ID: 31, Amount: 46467,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 589185, Account ID: 31, Amount: 26437,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 589187, Account ID: 31, Amount: 24610,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 597420, Account ID: 31, Amount: 21433,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 631941, Account ID: 31, Amount: 46990,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 658028, Account ID: 31, Amount: 19742,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 661411, Account ID: 31, Amount: 42540,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 671975, Account ID: 31, Amount: 23394,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 706353, Account ID: 31, Amount: 47148,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 790216, Account ID: 31, Amount: 35917,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 798371, Account ID: 31, Amount: 46461,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 798379, Account ID: 31, Amount: 31907,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 815895, Account ID: 31, Amount: 28479,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 833541, Account ID: 31, Amount: 46087,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 837308, Account ID: 31, Amount: 49940,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 839022, Account ID: 31, Amount: 24706,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 878365, Account ID: 31, Amount: 19927,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 956667, Account ID: 31, Amount: 24258,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 959100, Account ID: 31, Amount: 25450,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 208478, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 219622, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 231203, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 243659, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 260176, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 278379, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 291073, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 304548, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 318432, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 333362, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 349009, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 364805, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 381348, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 398387, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 416142, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 435273, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 461078, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 489055, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 508560, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 529259, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 550371, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 572937, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 596180, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 618841, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 641894, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 665423, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 689524, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 715118, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 748999, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 784960, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 809306, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 834632, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 860053, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 886483, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 913485, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 939094, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 964688, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 990124, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 1015809, Account ID: 32, Amount: 16548,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 1042555, Account ID: 32, Amount: 24822,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 15451, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 19578, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 24411, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 31268, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 39210, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 44952, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 51341, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 58058, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 65488, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 73154, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 80628, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 88302, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 96223, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 104456, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 113273, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 125169, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 138185, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 147030, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 156420, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 166074, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 176403, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 187090, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 197617, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 208481, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 219623, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 231204, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 243660, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 260180, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 278376, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 291071, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 304551, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 318430, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 333363, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 349008, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 364804, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 381349, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 398390, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 416141, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 435274, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 461082, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 489054, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 508561, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 529255, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 550373, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 572935, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 596181, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 618842, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 641893, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 665424, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 689522, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 715116, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 748995, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 784959, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 809307, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 834630, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 860052, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 886481, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 913487, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 939093, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 964685, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 990125, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 1015808, Account ID: 34, Amount: 31845,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 1042558, Account ID: 34, Amount: 47768,00, Type: Credit, Operation: Collection from Another Bank 
Transaction ID: 66263, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 73887, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 81385, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 89089, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 97041, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 105303, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 114241, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 126535, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 139100, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 147991, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 157400, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 167080, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 177506, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 188169, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 198763, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 209668, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 220824, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 232447, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 245024, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 262088, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 279695, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 292463, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 305964, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 319893, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 334954, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 350561, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 366448, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 383065, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 400155, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 417928, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 437296, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 463967, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 491071, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 510630, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 531414, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 552595, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 575336, Account ID: 43, Amount: 35862,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 598512, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 621210, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
Transaction ID: 644360, Account ID: 43, Amount: 23908,00, Type: Credit, Operation: Credit in Cash 
